0,0,4897498395118607639
1,-1,-1923512976736685664
0,-1,7388814675764521075
0,0,-6830708289351866562
1,-1,231624838011095616
1,0,3807744642627880726
-1,1,-8805413686518181943
0,1,7619888376610032090
1,1,-7506712996983998150
2,-1,851354471995624638
2,0,6815789465973682875
2,1,6709345697381703953
2,-2,-6717450343809735530
1,-2,7570729540176115137
0,-2,-2870920304328497402
1,-3,-8702052078489406059
0,-3,3344437391142417709
2,-3,823866865535518773
3,-3,-5738158262791844947
3,-2,331943273191867871
3,-1,6563038129309723464
3,0,-3509074528708929938
